Wall time,Step,Value
1733183636.8113868,2308,17131364.0
1733183638.178355,2317,12243137.0
1733183638.347882,2318,12242970.0
1733183638.511777,2319,18712466.0
1733183638.68284,2320,18712284.0
1733183639.000108,2322,17033974.0
1733183639.302919,2324,17033582.0
1733183639.7519941,2327,8493128.0
1733183640.554396,2332,8436997.0
1733183640.883923,2334,3915311.75
1733183641.038861,2335,3915225.75
1733183641.2049348,2336,3915138.75
1733183641.34569,2337,7300012.5
1733183642.528029,2345,23067836.0
1733183644.032031,2354,5348454.5
1733183644.8047,2359,6304846.0
1733183646.109278,2367,16208988.0
1733183646.2687612,2368,16208825.0
1733183646.7290492,2371,9333902.0
1733183647.37725,2375,9490463.0
1733183647.852304,2378,12445475.0
1733183648.511457,2382,15615111.0
1733183648.990006,2385,19599906.0
1733183649.4765341,2388,18035438.0
1733183649.6405828,2389,18031664.0
1733183649.8172648,2390,18031440.0
1733183650.160734,2392,26664352.0
1733183651.477921,2400,12570549.0
1733183651.8054788,2402,12570280.0
1733183652.143441,2404,32625308.0
1733183652.4743612,2406,10839575.0
1733183653.2785668,2411,2009947.875
1733183654.013372,2416,12829234.0
1733183655.302613,2424,22112172.0
1733183655.467225,2425,22111936.0
1733183655.619191,2426,22111626.0
1733183656.222955,2430,19122106.0
1733183656.718474,2433,14121564.0
1733183657.206182,2436,17660408.0
1733183658.418815,2444,9994678.0
1733183658.7417002,2446,5974278.0
1733183659.377933,2450,14538339.0
1733183659.532193,2451,23952008.0
1733183659.6983209,2452,23951776.0
1733183659.84176,2453,23951494.0
1733183660.164779,2455,9843133.0
1733183660.4749088,2457,12122485.0
1733183660.951762,2460,11351254.0
1733183661.445944,2463,20401896.0
1733183661.61198,2464,20401692.0
